"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 27 14:50:17 ICT 2021","Fri Aug 27 14:50:18 ICT 2021","100","","","","","","mockoon_partner_boarding",""
